Name,Location,City,Region,P.O. Box,Phone,Mobile,Company page link,Logo URL
Naadan Adukkala Restaurant,"Opp Aster, Khalid Bin Waleed Rd, Bur Dubai",Dubai,UAE,,04-3277753,052-5943294,,
Nabaa Al Sham Pastry,"Opp Al Moski, King Faisal Street, Al Majaz",Sharjah,UAE,,06-5732626,050-8400411,,
Nabras Refreshments,Khalidiya,Abu Dhabi,UAE,,02-6668582,,,
Nahaam,"Jumeirah Al Etihad Towers, Al khubeirah",Abu Dhabi,UAE,,02-8115555,,,
Nalan Restaurant LLC,"Burjuman Centre, Khalid Bin Al Waleed Road, Bur Dubai",Dubai,UAE,,04-3541900,050-7941900,,
Nalas Aappakadai Chettinad Restaurant LLC,,Abu Dhabi,UAE,,02-6721500,,,
Nasar Restaurant,Old Airport Rd,Abu Dhabi,UAE,25634,02-6210482,,,
Nasr Restaurant & Grill,TCA,Abu Dhabi,UAE,,02-6444228,,,
National Restaurant,"Near Hilton Hotel, Khorfakkan Rd",Fujairah,UAE,718,09-2222753,,,
Nawab Restaurant,"Al Ain Centre (Computer Plaza), Bur Dubai",Dubai,UAE,29877,04-3599884,,,
Neelgiris Vegetarian Restaurant,"Ramla Mall Food Court, DIP",Jebel Ali,UAE,30884,04-8847644,,,
Nell Gwynns,Dubai Marina,Dubai,UAE,,04-4488222,,,
Nellara Restaurant LLC,"Al Fattan Bldg, Opp Nihal, Al Qusais",Dubai,UAE,,04-2806444,,,
New Bawarchi Restaurant,"Bhnd Raffa Police Stn, Near Golden Fork, Bur Dubai",Dubai,UAE,43263,04-3552833,052-6204803,,
New City Palace Restaurant,Al Falah Street,Abu Dhabi,UAE,31912,02-6262762,050-6620323,,
New Damascus Sweets and Restaurant,"Beside Madina S/Market, Al Gurfa",Fujairah,UAE,252,09-2222281,,,
New Defood Restaurant,"Al Fajar Building, Near Al Hilal Bank, Al Garhoud",Dubai,UAE,,04-2502829,055-4053838,,
New Generation Restaurant,"Near Deira Taxi Stand, Deira",Dubai,UAE,56296,04-2242332,,,
New Luck Restaurant,Al Quoz,Dubai,UAE,11059,04-3472101,,,
New Madras Vegetarian Restaurant,Deira,Dubai,UAE,,04-2233885,,,
New Midnight Cafe Restaurant,"Street 1, Discovery Gardens",Dubai,UAE,34685,800-5423789,,,
New Quetta Cafeteria and Restaurant,Main Rd,Al Ain,UAE,15283,03-7517716,,,
New Royal Chef Restaurant,"Bhnd Sahara Centre, Al Nahda 1",Dubai,UAE,,04-2527991,052-6418757,,
New Sagar Restaurant LLC,Mussafah,Abu Dhabi,UAE,,02-5531180,,,
New Times Restaurant,"Near Clock Tower, Deira",Dubai,UAE,14516,04-2501888,,,
New York Pizza,Al Qasba,Sharjah,UAE,,06-5566262,,,
Nice Burger Restaurant,"Sundos Al Nahda Bldg, NMC Hospital Rd, Al Nahda",Dubai,UAE,,04-2582007,055-3582326,,
Nihal Restaurant,Electra St,Abu Dhabi,UAE,72788,02-6318088,,,
Nila Restaurant,"Near Safeer Mall, Industrial Area 7",Sharjah,UAE,29033,06-5300230,,,
Ninar Coffee Shop and Restaurant,Khalifa St,Abu Dhabi,UAE,38569,02-6722267,,,
Nineteen,Emirates Hills,Dubai,UAE,36700,04-3905600,,,
Noble Restaurant & Catering Srvcs LLC,,Abu Dhabi,UAE,8879,02-5509292,,,
Nolus Cafe,Al Bandar,Abu Dhabi,UAE,,02-5579500,,,
Noodle House,Dubai Mall,Dubai,UAE,,04-3884825,,,
Noor Al Madina Cafeteria,"Opp Aster, Al Muteena",Dubai,UAE,,04-2735318,056-2929570,,
Noor Al Mandi Restaurant,"Burj Al Noor Tower, Amman St, Al Nahda 2",Dubai,UAE,232852,04-2390700,,,
Noor Al Samaa Restaurant,Al Nahda,Sharjah,UAE,,06-5265474,,,
Noorani Restaurant & Juice Corner & Cafe LLC,"Near Lamcy Plaza, Oud Metha",Dubai,UAE,,04-3707706,056-6673379,,
Notra Food Srvcs,"4th I/Change, Umm Suquem Rd",Dubai,UAE,184513,04-3419490,,,
Nova Restaurant,Corniche Road,Abu Dhabi,UAE,,056-4140978,,,
Oasis - Hotel Holiday International,"Al Majaz, Buheira Corniche",Sharjah,UAE,5802,06-5736666,,,
Oasis Courtyard,Bani Yas,Abu Dhabi,UAE,,02-6596666,,,
Ogaret Restaurant LLC,"Food Court 2, Jafza",Jebel Ali,UAE,212428,04-8870055,,,
Olives,Al Maqta,Abu Dhabi,UAE,,02-4041941,,,
Omar Al Khayyam Restaurant,"Next to Lulu Centre, Rolla",Sharjah,UAE,4172,06-5654629,,,
Omar Al Khayyam Restaurant and Cafeteria,Dibba Al Hassan,Fujairah,UAE,12103,09-2442343,,,
Omar Khayyam Restaurant,"Opp RAK Bank, Saba St",Ras Al Khaimah,UAE,1451,07-2332824,,,
Onam Restaurant,"Near Arabian Travels, Rolla",Sharjah,UAE,58,06-5615330,,,
Opasta,"Gold Crest Tower, JLT",Dubai,UAE,,04-3686332,,,
Open House Restaurant,Karama,Dubai,UAE,53677,04-3965481,,,
Operation Falafel,,Dubai,UAE,,600530006,,,
Options,,Dubai,UAE,9668,04-3293293,,,
Oregano Restaurant,Garhoud,Dubai,UAE,52139,04-2883420,,,
Organic Foods and Cafe,The Greens,Dubai,UAE,,04-3382911,,,
Oriental Korner Restaurant,,Abu Dhabi,UAE,29674,02-6716782,,,
Origins,"Yas Viceroy, Yas Islands",Abu Dhabi,UAE,,02-6560600,,,
Ortegos Grill,"Mankhool Rd, Satwa",Dubai,UAE,,04-3425109,,,
Osool Cafeteria,Abu Shagara,Sharjah,UAE,,06-5556770,055-2591357,,
Ossiano,"Crescent Rd, Palm Jumeirah",Dubai,UAE,211188,04-4262626,,,
Oushe Gourmet Bakeshop,Barsha,Dubai,UAE,,04-3850011,,,
Outback Steakhouse,"Dubai Festival Centre, DIFC",Dubai,UAE,,04-2328989,,,
Ovens Bakery,"Amman St, Al Nhada",Dubai,UAE,,04-2206050,,,
Pachaylen,Al Markaziyah,Abu Dhabi,UAE,,02-6561000,,,
Pak Al Safa Restaurant LLC,"Near Marco Polo Hotel, Al Muteena St, Deira",Dubai,UAE,40577,04-2727323,056-2355825,,
Pak Darbar Restaurant,Al Nahda,Dubai,UAE,,04-2206050,,,
Pak Khyber Darbar Restaurant,"Al Muteena St, Deira",Dubai,UAE,,04-2529552,050-7446786,,
Pak Rose Restaurant,"Near Allwin Trdg, Deira",Dubai,UAE,,04-2650800,,,
Pak Sufi Restaurant,"Dmascus St, Al Qusais 1",Dubai,UAE,,04-2673600,,,
Pakistan Sweets and Bakers,"Near Al Ibrahimi Restaurant, Al Karama",Dubai,UAE,,04-3795040,,,
Palermo,"Club House, Opposite Arabian Ranches",Dubai,UAE,,04-3618111,,,
Palm Grove Restaurant,"Opp Basma Resi, Abu Shagara",Sharjah,UAE,,06-5532408,,,
Pancake House,Al Wahda,Abu Dhabi,UAE,33779,02-6156000,,,
Panoor Restaurant LLC,"Sh Colony, Qusais",Dubai,UAE,,04-2613157,,,
Panorama,"Emirates Grand Hotel, sh zayed road",Dubai,UAE,,04-3230000,,,
Pantry Cafe,Wasl Square,Dubai,UAE,,04-3883869,,,
Papa John's,Dubai Marina,Dubai,UAE,27540,04-4309904,,,
Papparoti,Abu Dhabi Mall,Dubai,UAE,,04-3308377,,,
Paragon Castle,"Nrar NMC Hospital, Amman Rd, Al Nahda 2",Dubai,UAE,,04-2390940,055-4393030,,
Parco Restaurant,DIP,Jebel Ali,UAE,,04-8853955,,,
Paris Way Restaurant,"Near Hadiqat Al Madina, DIP",Jebel Ali,UAE,,04-8848884,,,
Park Bar & Grill,Saadiyat Island,Abu Dhabi,UAE,,02-4071138,,,
Park Darbar Restaurant,"Near Lulu, Muteena Rd, Deira",Dubai,UAE,,04-2562888,054-3240286,,
Park View Restaurant,"Bhnd Zulekha Hospital, Al Nahda 2",Dubai,UAE,,04-2809985,,,
Parkers Cafe,Al Mushrif,Abu Dhabi,UAE,,050-6255563,,,
Pastry Hayakil Baalabak,Al Nahda,Sharjah,UAE,,06-5543111,,,
Patan Restaurant,"Opp Veg Market, Near Enoc, Ras Al Khor",Dubai,UAE,,04-3206366,,,
Paul Cafe,Baniyas,Abu Dhabi,UAE,,02-5828300,,,
Pearl View Restaurant & Cafeteria LLC,"Al Zaroni Bldg, Bhnd Mall of Emirates, Al Barsha",Dubai,UAE,,04-3549004,,,
Peepees Restaurant,Jebel Ali,Jebel Ali,UAE,2316,04-8834838,,,
Peppar - Paragon Group,"Bhnd Mall,",Sharjah,UAE,,06-5734647,050-1659597,,
Pepper Mill,"4th Floor, Block C, Tower Y",Abu Dhabi,UAE,33779,02-6156000,,,
Perfect Biriyani House Restaurant,"Behind Al Ain Tower, Hamdan Street",Abu Dhabi,UAE,,02-4489338,056-3796438,,
Perfect View Restaurant,Al Buteen,Abu Dhabi,UAE,46628,02-6359896,,,
Peshawari Restaurant,"Near Palm Hotel, Al Muteena St, Deira",Dubai,UAE,,04-2562013,054-4335400,,
Petit Cafe,"Al Ghazal Mall, Satwa",Dubai,UAE,31727,04-3458989,,,
Picnic Restaurant,"Beside Al Diyafah Centre, Satwa R/A",Dubai,UAE,12235,04-3444805,,,
Pillars Cafe,"Phoenicia Hotel, Deira",Dubai,UAE,,04-2227191,,,
Ping Pong Restaurant LLC,,Dubai,UAE,,04-3236566,,,
Pizza Amore,Al Zahiyah,Abu Dhabi,UAE,,02-6449990,,,
Planet Cafe & Restaurant,Hamdan Str,Abu Dhabi,UAE,128354,02-6767962,,,
Ponderosa Steak House,"Hamad Centre, Electra St",Abu Dhabi,UAE,42757,02-6393375,,,
Ponnusamy Restaurant,Qusais,Dubai,UAE,4893,04-2619750,,,
"Pool - Jumeirah Beach Hotel, The",Jumeirah,Dubai,UAE,11416,04-4068760,,,
Pranavam Cafeteria,Satwa,Dubai,UAE,,04-3312243,,,
Pulp Juice Bars,"Bahar Bldg, JBR",Dubai,UAE,22700,04-4364192,,,
Pumpy's Restaurant,"Next to Middle East Bank, Khalid Bin Walid Road, Bur Dubai",Dubai,UAE,51745,04-3528484,,,
Punjab Grill,"Venetian Village, Al Maqta",Abu Dhabi,UAE,,02-4087201,,,
Punjab Restaurant,"Al Ghowair Market, Rolla",Sharjah,UAE,1338,06-5623835,,,
Puranmal Restaurant,Bur Dubai,Dubai,UAE,45068,04-3937701,,,
Pushkin,"Jumeirah Beach Residence, Dubai Marina",Dubai,UAE,,04-4270268,,,
Qasr Al Khaleej Restaurant,,Sharjah,UAE,,06-5508992,,,
Qiso Cafe,,Dubai,UAE,,04-3212127,,,
Quest Restaurants Management,Al Muroor,Abu Dhabi,UAE,51579,02-6418300,,,
Quick Bite Rest LLC,Damascus St,Dubai,UAE,84907,04-2637888,,,
Quizno'S Subs,JAFZA,Jebel Ali,UAE,13132,04-8872280,,,
Qurtoba Restaurant & Cafe,"Plaza Level, Bahar Section, The Walk",Dubai,UAE,,04-4522209,055-5155514,,
Qwaider Al Nabulsi Restaurant,"Al Murakabat Rd, Near Clock Tower, Deira",Dubai,UAE,11171,04-2277760,,,
Raaga Restaurant,"Opp New Burjuman, Al Karama",Dubai,UAE,237796,04-3970211,04-3970212,,
Radhe O Radhe Restaurant LLC,"Opp Day to Day, Kuwait St, Karama",Dubai,UAE,,04-3365339,,,
Radio Restaurant,"Near Al Wahda Post Office, Jamal Abdul Nasser St",Sharjah,UAE,22196,06-5597786,,,
Raidan Mandi Restaurant,,Sharjah,UAE,,06-5553801,050-9560390,,
Raihana Restaurant,Old Jawazat Rd,Abu Dhabi,UAE,6479,02-6428440,,,
Rainbow Catering and Wedding Services LLC Co,"Near Gold Center Signal, Al Qasimiyah St",Sharjah,UAE,4561,06-5733925,,,
Rainbow Steak House,Mussafah,Abu Dhabi,UAE,,02-5526606,,,
Rainbow Steak House and Catering Services Company LLC,"M 40, Musaffah",Abu Dhabi,UAE,46663,02-6333434,,,
Rainbow Steak House Restaurant,Al Qasimia St,Sharjah,UAE,,06-5723505,,,
Rashed Al Katheeri Mandi Restaurant,"Beside Zulekha Hospital, Zahara St, Al Nasryah",Sharjah,UAE,,06-5654051,,,
Rawabina Restaurant,Al Garhoud,Dubai,UAE,28629,04-2981447,,,
Rawal Restaurant,Hor Al Anz,Dubai,UAE,11201,04-2979144,,,
Rays Grill,"Jumeirah Al Etihad Towers, Al Khubeirah",Abu Dhabi,UAE,,02-8115666,,,
Real Taste Cafeteria,"Near Emirates Plaza Hotel, TCA",Abu Dhabi,UAE,,02-6411007,052-6960600,,
Red Roaster,"27-28, Salem Shk Bldg, Satwa",Dubai,UAE,,04-3855999,,,
Red Table Iranian Restaurant,"Khalfan Bin Jamber building, Al Muteena Street, Deira",Dubai,UAE,16449,04-2729131,,,
Red Tomato Pizza Restaurant LLC,Al Barsha,Dubai,UAE,450103,04-4470497,,,
Reef Deira Cafeteria & Restaurant,Al Muteena,Dubai,UAE,56277,04-2710103,054-3178500,,
Reef Demashq Restaurant,"Al Twar , Qusais",Dubai,UAE,55505,04-2616336,,,
Relax @ 12,Al Arabi Street,Abu Dhabi,UAE,,02-6545000,,,
Retail & Beyond Commercial Investment LLC,Business Bay,Dubai,UAE,9623,04-3699775,,,
Rez Bhaleeb Restaurant,"Behind ADCB Bank, Electra Street",Abu Dhabi,UAE,105671,02-6660178,,,
Rhythm N Bites,Oud Metha,Dubai,UAE,126624,04-3583368,,,
Rice Overdose,Salama St,Abu Dhabi,UAE,,02-6220068,052-1775697,,
Rihan Restaurant,Al Qusais 2,Dubai,UAE,,04-2592992,,,
Rimal Bar,Bani Yas,Abu Dhabi,UAE,,02-6596666,,,
Ritaj Restaurant,Electra St,Abu Dhabi,UAE,27034,02-6310036,,,
Rite Bite,"Opp Day to Day, Near Post Office, Karama",Dubai,UAE,,04-3576306,,,
Riviera Italian Restaurant,Al Bateen,Abu Dhabi,UAE,44044,02-6650144,,,
Robertos,,Dubai,UAE,,04-3860066,,,
Robyan Restaurant,"Bhnd Al Mamzar Bldg, Hor Al Anz East, Deira",Dubai,UAE,16515,04-2977474,056-7425888,,
Rock Bottom - Regent Palace Hotel,"Opp Burjuman Centre, Trade Centre Rd, Karama",Dubai,UAE,26816,04-3963888,,,
Rodeo Grill,"Beach Rotana, Al Zahiyah",Abu Dhabi,UAE,,02-6979012,,,
Ronda Locatelli,"Crescent Rd, Palm Jumeirah",Dubai,UAE,211188,04-4262626,,,
Rosewater,"Jumeirah Al Etihad Towers, Al Khubeirah",Abu Dhabi,UAE,,02-8115555,,,
Rosina Bellina Restaurant,Corniche Road,Abu Dhabi,UAE,,02-6390587,,,
Rossovivo,"Millenium Tower, Shk Zayed Road",Dubai,UAE,,04-3805833,,,
Royal Foods Restaurant,"Grand Shopping Mall, Al Quoz",Dubai,UAE,33716,04-3388977,,,
Royal Kebab Restaurant,"Shop 2, Lake Central Tower, Fakhruddin Properties, Business Bay",Dubai,UAE,282947,04-2753096,,,
Royal Orchid Chinese & Thai Restaurant,Marina Walk,Dubai,UAE,114586,04-3674040,,,
Royal Rajasthan Restaurant & Cafe,Hamdan Street,Abu Dhabi,UAE,72535,02-6353763,050-8685252,,
Rozanah Restaurant,Yas Marina,Abu Dhabi,UAE,,02-4963411,,,
Ruchi Restaurant,Ziyani Area,Abu Dhabi,UAE,35980,02-6792679,,,
Ruchi Star Restaurant,"Bhnd Arabian Courtyard Hotel, Near Dubai Museum, Bur Dubai",Dubai,UAE,234480,04-3525895,056-1823509,,
S Cafe,JLT,Dubai,UAE,,04-3794044,,,
Saba Mandi & Madhbi Rest,"Next to Sharjah University, Muweilah",Sharjah,UAE,,06-5500816,,,
Sabir Afghan Restaurant,"318 Road, Near Grand City Mall, Al Quoz",Dubai,UAE,,052-4243516,,,
Saca Advertising LLC,,Dubai,UAE,27680,04-2563531,,,
Sacci,,Abu Dhabi,UAE,,02-6169999,,,
Sadaf,Al Maktoum St,Dubai,UAE,,04-2221622,,,
Sadaf Wa Marjan Restaurant LLC,"Bhnd Dubai Islamic Bank, National Paints, Al Muweilah",Sharjah,UAE,,06-5356030,,,
Safari Bruasted Chicken & Refreshment,"Near Dana Hotel, TCA",Abu Dhabi,UAE,,02-6450003,,,
Safeer Al Mandi,"Jamal Abdul Naser Rd, Al Majaz",Sharjah,UAE,,06-5444225,,,
Safire Restaurant,"Near UAE Exchange, Rolla Sq",Sharjah,UAE,20256,06-5614393,,,
Sagar Calicut,"Near Al Ansari Exchange, Al Arooba St",Sharjah,UAE,67993,06-5639781,055-1979165,,
Sagar City Restaurant,Abu Shagara,Sharjah,UAE,,06-5595660,,,
Sagar Deluxe Restaurant LLC,Hor Al Anz,Dubai,UAE,,04-2963738,,,
Sagar Restaurant,Passport Rd,Abu Dhabi,UAE,,02-6413690,,,
Sager Deira Restaurant LLC,Hor Al Anz,Dubai,UAE,82041,04-2681268,,,
Sai Dham Restaurant,Karama,Dubai,UAE,28146,04-3358788,,,
Saif Al Jazeera Restaurant,"Frij Murar, Deira",Dubai,UAE,89051,04-2710532,,,
Salaam Namaste Restaurant,"Meena Bazar, Bur Dubai",Dubai,UAE,241473,04-3256144,058-2349786,,
Salat Al Makolat Restaurant,"Behind National Hospital, Najda Street",Abu Dhabi,UAE,,02-6749901,050-1221302,,
Saleh Bin Lahej Group,Garhoud,Dubai,UAE,1443,04-2828188,,,
Salem Saif Restaurant,,Jebel Ali,UAE,,04-8523951,,,
Salero,"Kempenski Hotel, Shk Zayed Road",Dubai,UAE,,04-4095888,,,
Salim Ali Salim Restaurant,Al Dagaya Street,Dubai,UAE,,04-2261383,,,
Sama Al Akawi Restaurant,,Abu Dhabi,UAE,,052-2610444,052-2610555,,
Sama Al Khaleej Pastry,Al Nahda 2,Dubai,UAE,,04-2390916,050-9781207,,
Samakmk Restaurant,"Al Qasimiya St, Al Ghubaiba",Sharjah,UAE,,06-5676703,,,
Samiramis Cafeteria,"Near Al Sahaba Mosque, TCA",Abu Dhabi,UAE,,02-6459034,050-5667901,,
Samurai Japanese Restaurant,Meena Rd,Abu Dhabi,UAE,5133,02-6766612,,,
Sanaya Al Thoufeeque Rest,Mussafah,Abu Dhabi,UAE,8375,02-5559923,,,
Sandwichy,"One Omniyat Tower, Business Bay",Dubai,UAE,,800245245,,,
Sangeet Indian Multicuisine Restaurant,Al Qusais,Dubai,UAE,125981,04-2592433,,,
Sangeeta Veg Restaurant,Karama,Dubai,UAE,4893,04-3367111,,,
Sangeetha Vegetarian Restaurant LLC,Karama,Dubai,UAE,,04-3367111,,,
Sanman Restaurant,Qusais,Dubai,UAE,20249,04-2613415,,,
Saraya Palace Restaurant,Khalidiya,Abu Dhabi,UAE,32002,02-6662288,,,
Sardina Seafood Restaurant,"Reem Mall, Jumairah Road, Jumairah 3",Dubai,UAE,333327,04-3390444,052-8734444,,
Sardinia,Al Mushrif,Abu Dhabi,UAE,,02-6577640,,,
Sarhad Darbar General Trading,,Dubai,UAE,91753,04-2565394,,,
Sarhad Darbar Restaurants LLC,Al Aweer,Dubai,UAE,94637,04-2363114,,,
Satwa Palace Restaurant,Satwa Road,Dubai,UAE,,04-3422070,,,
Savage Garden - Capitol Hotel,"Al Mina Rd, Bur Dubai",Dubai,UAE,33228,04-3460111,,,
Sax Restaurant Club,Khalifa St,Abu Dhabi,UAE,44489,02-6741286,,,
Sayad Bahar Restaurant,Al Garhoud,Dubai,UAE,,04-2288003,,,
Sayad Seafood,"Emirates Palace, Al Ras Al Akhdar",Abu Dhabi,UAE,,02-6907999,,,
Scantic Restaurant,"Near Bus Station, Satwa",Dubai,UAE,24611,04-3492162,,,
Sea Mood Restaurant,"Mankhool Road, Satwa",Dubai,UAE,,04-3857977,,,
Sea Mood Restaurant,"Mankhool Rd, Diyafa",Dubai,UAE,,04-3857977,,,
Sea Shell Cafeteria,"Near Emarat, Garhoud Bridge Aree, Garhoud",Dubai,UAE,,04-3244334,055-5598186,,
Sea Shell LLC,,Abu Dhabi,UAE,,02-6215234,,,
Sea View Restaurant,Jumeirah Rd,Dubai,UAE,11449,04-3335552,,,
Sealand Restaurant,"Bhnd UAE Exchange Centre, Rolla",Sharjah,UAE,60522,06-5612020,,,
Seazen Foodpoint Restaurant,,Abu Dhabi,UAE,,02-6264191,050-1149859,,
Segafredo Zanetti Espresso,Ibn Batuta Mall,Dubai,UAE,23684,04-3243757,,,
Select Restaurant & Cafeteria,Electra St,Abu Dhabi,UAE,,02-6330068,,,
Seven Emirates Restaurant,,Abu Dhabi,UAE,,02-5524125,,,
Sevilla Restaurant,,Abu Dhabi,UAE,,02-5080555,,,
Sevilos,Khalifa Str,Abu Dhabi,UAE,,02-6146000,,,
Shabab Al Tybeen Cafeteria,"Behind Honda Showroom, Electra Street",Abu Dhabi,UAE,,02-6745277,050-1617668,,
Shabiyat Al Toufeeq Refreshments,Mussafah,Abu Dhabi,UAE,,02-5527176,,,
Shahab Restaurant,"Bldg, 28, Near Eppco Pump, Al Qusais Indl Area 4",Dubai,UAE,,04-2838007,,,
Shahariyar Restaurant,"Nakheel Road, Deira",Dubai,UAE,,04-2212797,,,
Shahi Daawat,Bur Dubai,Dubai,UAE,,058-8401212,,,
Shahi Mughal Restaurant,"Beside Muncipality office, Satwa",Dubai,UAE,,04-3440051,052-5943286,,
Shahi Tandoor,"Zabeel Road, Karama",Dubai,UAE,,04-3583583,,,
Shaikh Al Mandi Restaurant,Al Barsha 1,Dubai,UAE,,04-3929932,,,
Shakespeare And Co,,Jebel Ali,UAE,,04-8854330,,,
Shaklan Restaurant,"Mubarak Al Jafla W/H, Street 12 , Al Quoz Indl Area 2",Dubai,UAE,,04-3285533,,,
Shako Mako,"Beach Road, Jumeirah 3",Dubai,UAE,75232,04-3444007,055-7744900,,
Sham Alsehhi Restaurant,"Damascus St, Al Qusais",Dubai,UAE,48636,04-2511155,056-7588865,,
Shamiana,Sahara Center,Sharjah,UAE,,06-5395930,,,
Shams Al Aseel Cafeteria,Satwa,Dubai,UAE,,04-3329505,,,
Shams Al Batheen Restaurant,Al Qusais,Dubai,UAE,79328,04-2672204,,,
Shams Restaurant,Khalidiya,Abu Dhabi,UAE,29128,02-6210176,,,
Shanghai Station,Oud Metha,Dubai,UAE,,04-3966559,052-5934179,,
Sharafuddin Restaurant,"China H-03, Dubai International City",Dubai,UAE,,04-4475278,,,
Sharafudheen Restaurant,Al Quoz Industrial Area 3,Dubai,UAE,,04-3468448,,,
Sharjah Club Cafeteria,Near Cricket Stadium,Sharjah,UAE,,06-5431717,,,
Shatee Restaurant,"Bhnd Citymax Hotel, Al Wahda St",Sharjah,UAE,,06-5556070,,,
Shater Grill House Restaurant,"Near Madina Mall, Dubai",Dubai,UAE,,04-3415660,056-5886004,,
Shatir Hassan Restaurant,Al Falah St,Abu Dhabi,UAE,46539,02-6416616,,,
Shaukath Restaurant,Bhnd of Karama Hotel,Dubai,UAE,,04-3352526,,,
Shawarma Time,Najda St,Abu Dhabi,UAE,37942,02-6336633,,,
Shawarmaji,Al Barsha,Dubai,UAE,,04-4521717,050-4605280,,
Sheeshan Restaurant,"Frij Murar, Deira",Dubai,UAE,,04-2730147,,,
Sher-E-Punjab Restaurant,"Oman St, Al Nakheel",Ras Al Khaimah,UAE,812,07-2221572,,,
Shibam Hadarmout Restaurant,"Near Habtoor Auto Centre, Deira",Dubai,UAE,236177,04-2666024,,,
Shish Shawerma Restaurant Est,Corniche Rd,Abu Dhabi,UAE,38107,02-6505576,,,
Shiv Sagar Restaurant LLC,"Meena Bazaar, Bur Dubai",Dubai,UAE,43527,04-3522020,,,
Shoukath Restaurant,Karama,Dubai,UAE,23050,04-3352526,,,
Sigddi Restaurant LLC,"Besides Baby Shop, Al Zabel Rd, Karama",Dubai,UAE,184061,04-3548978,,,
Simran's Appa Kadai,Discovery Gardens,Dubai,UAE,,04-3348030,,,
Sind Darbar Restaurant,"Al Muteena Rd, Deira",Dubai,UAE,,04-2727934,,,
Sindh Shahbaz Restaurant,"Opp Abdullah Bin Abbas Mosque, King Faisal St",Sharjah,UAE,,06-5744104,,,
Singapore Deli,"Behind Pizza Hut, Opposite Burjuman Centre, Al Karama",Dubai,UAE,49612,04-3966885,,,
Sinugba ng Cucina Filipino Restaurant,"Amman Rd, Al Nahda 2",Dubai,UAE,,04-2637482,,,
Sivestar Bhavan Restaurant,Bur Dubai,Dubai,UAE,,04-3979481,,,
Skye & Walker,Al Rigga,Dubai,UAE,,04-2131221,,,
Slider Station,Al Wasl Road,Dubai,UAE,,600 544005,,,
Smiling BKK,"Shop 1, Block 1, Wasl Square, Opposite Safa Park, Al Wasl Road, Al Safa",Dubai,UAE,,04-3884411,,,
Sonia Company LLC,Rashidiya,Dubai,UAE,52546,04-2863660,,,
Sontaya,Saadiyat Island,Abu Dhabi,UAE,,02-4988888,,,
Sophies Cafe,Jumeirah,Dubai,UAE,,04-4515982,,,
Soy Express,Mussafah,Abu Dhabi,UAE,,02-5508900,,,
Soyumm,"Lamcy Plaza, Karama",Dubai,UAE,,04-3584584,,,
Spaccanapoli,"Crown Plaza, Al Markaziyah",Abu Dhabi,UAE,,02-6166261,,,
Special Group of Rest and Catering Services,Khalidiya St,Abu Dhabi,UAE,52100,02-6665512,,,
Special Restaurant,,Abu Dhabi,UAE,52100,02-6665512,,,
Spectrum Restaurant,Backside of Deira Towers,Dubai,UAE,,04-2266103,,,
Spice By Qureshi,"Ground floor, Ramada Chelsea Hotel, Al Barsha",Dubai,UAE,,04-5019000,,,
Spice Sense Restaurants,"406, Sobha Ivory 2, Business Bay",Dubai,UAE,,04-5514134,,,
SpiceKlub,"Opposite Aster Hospital, Near Sharaf DG, Kuwait Street, Mankhool",Dubai,UAE,,04-4489590,,,
Spicy Thali Restaurant,Nuaimiyah,Ajman,UAE,,06-7419876,,,
Spicyland Restaurant,"Bhnd Choitram S/M, Abu Shagara",Sharjah,UAE,,06-5554515,,,
Sports Star Restaurant & Cafe LLC,"Al Talal Building, Bhnd Sahara Centre, Al Nahda",Dubai,UAE,,04-2669277,052-8414450,,
Spring Onion Restaurant,"Silver Tower, Business Bay",Dubai,UAE,,055-3151234,,,
Square Table Restaurant,"Opp Centrepoint, Bhnd Pizzahut, Karama",Dubai,UAE,,04-3977223,052-8740231,,
Stables Bar & Restaurant,"Near Farimont Hotel, Shk Zayed Road",Dubai,UAE,,04-3425571,,,
Stand View Restaurant LLC,,Dubai,UAE,,04-2238038,,,
Star Restaurant and Mini Market,"Near Main Gate, Jebel Ali Free Zone",Jebel Ali,UAE,16837,04-8818522,,,
Starbucks Coffee,Deira City Centre,Dubai,UAE,1277,04-2948442,,,
Stars N Bars,"Yas Marina, Yas Island",Abu Dhabi,UAE,,02-5650101,,,
Sterling Caravan,Garhoud,Dubai,UAE,3929,04-2947771,,,
Stills,"Crown Plaza, Yas Island",Abu Dhabi,UAE,,02-6563066,,,
Stone Fire Pizza Kitchen,Near Real Cinemas. The Dubai Mall,Dubai,UAE,,04-3308152,,,
Stratos,Al Markaziyah,Abu Dhabi,UAE,,800 101101,,,
Subah Hotel Management Services LLC,Mina Rd,Abu Dhabi,UAE,48324,02-6723321,,,
Subhiksha Restaurant,Hamdan St,Abu Dhabi,UAE,,02-6760675,,,
Sublime Lounge,"Ibis Hotel, 2nd Zabeel Road",Dubai,UAE,,04-3187130,,,
Subway,"Blk 7, Food Court, Knowledge Village",Dubai,UAE,502936,04-3644545,,,
Subway,"Times Square Centre, Sh zayed road",Dubai,UAE,,04-3418808,,,
"Subway, The",Jumeira Lake Tower,Dubai,UAE,27888,04-4327999,,,
SucreSale,Jumeira Lake Tower,Dubai,UAE,,04-4484648,,,
Sugar Box,"418 University City Rd, Ind Area 13",Dubai,UAE,,04-3446084,050-4337994,,
Sugar Factory,"Shop MW 18, Festival City Mall",Dubai,UAE,,04-2843456,,,
